Species,Light_ISF,Soil,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Time,Event,Harvest,Alive
0,0.086,3,0,0,0,1,0,15.37,0.0,-0.03,13.92,12.05,24.5,0,0,0
3,0.086,0,0,2,0,0,0,22.89,0.0,0.19,10.49,13.72,24.5,0,0,0
1,0.086,1,0,0,1,1,1,24.89,38.65,5.19,19.47,20.84,24.5,0,0,0
2,0.11,3,0,0,1,1,1,7.0,46.15,3.65,18.5,20.7,24.5,1,1,2
3,0.086,3,0,0,0,1,0,38.2,0.0,0.67,7.17,11.2,24.5,0,0,0
2,0.086,5,0,0,1,0,1,15.0,27.27,2.74,24.72,12.38,24.5,1,1,2
0,0.086,1,0,0,0,1,0,13.55,0.0,0.2,13.8,11.98,24.5,0,0,0
0,0.11,5,0,2,0,0,0,21.35,0.0,0.63,13.5,12.52,24.5,0,0,0
2,0.086,0,0,0,1,0,1,21.0,70.0,3.11,26.26,12.99,24.5,1,1,2
0,0.086,3,0,0,0,1,0,15.37,0.0,-0.03,13.92,12.05,24.5,0,0,0
2,0.086,4,1,1,1,2,1,0.0,4.88,3.5,24.34,15.47,24.5,1,1,2
1,0.11,0,0,0,1,0,1,19.11,21.61,4.26,18.48,23.41,24.5,0,0,0
1,0.11,3,0,0,1,1,1,35.0,55.26,5.33,23.47,17.62,24.5,1,1,2
0,0.086,4,1,1,0,2,1,2.0,0.0,0.13,9.93,11.11,24.5,1,1,2
2,0.086,4,1,1,1,2,1,6.0,16.67,3.52,24.56,15.25,24.5,1,1,2
0,0.086,6,0,0,0,1,0,11.81,0.0,-0.03,14.03,12.43,24.5,0,0,0
0,0.063,4,1,1,0,2,1,2.36,0.0,-0.31,8.87,9.71,66.5,0,0,0
2,0.086,5,0,0,1,0,1,12.0,30.19,4.04,26.42,15.13,24.5,1,1,2
2,0.063,4,1,1,1,2,1,11.79,7.99,2.56,25.62,11.47,59.5,0,0,0
1,0.066,0,0,0,1,0,1,19.69,29.52,3.74,18.95,21.1,115.5,1,0,1
0,0.086,1,0,0,0,1,0,19.4,0.0,0.44,10.88,11.67,24.5,1,1,2
2,0.066,4,1,1,1,2,1,11.34,8.52,2.63,25.72,11.49,115.5,1,0,1
1,0.086,0,0,0,1,0,1,3.0,37.25,3.97,27.49,15.26,24.5,1,1,2
1,0.086,6,0,2,1,1,1,50.0,43.75,4.87,18.96,24.33,24.5,1,1,2
0,0.122,1,0,0,0,1,0,8.0,0.0,0.03,12.11,11.78,24.5,1,1,2
1,0.122,6,0,2,1,1,1,5.0,48.28,5.19,19.22,24.55,24.5,1,1,2
3,0.122,4,1,1,0,2,0,0.0,0.0,-0.32,8.04,11.69,24.5,1,1,2
0,0.122,4,1,1,0,2,1,13.0,0.0,0.08,9.92,10.12,24.5,1,1,2
2,0.122,4,1,1,1,2,0,3.0,3.51,3.63,19.71,20.54,24.5,1,1,2
1,0.133,3,0,0,1,1,1,19.0,58.33,5.36,17.56,23.52,24.5,1,1,2
0,0.133,2,0,0,0,0,0,17.04,0.0,-0.1,13.25,12.26,24.5,0,0,0
3,0.122,1,0,0,0,1,0,24.0,0.0,0.95,6.18,10.17,24.5,1,1,2
1,0.122,2,0,0,1,0,1,25.0,17.86,4.8,19.19,19.76,24.5,1,1,2
1,0.133,0,0,0,1,0,0,20.0,30.59,4.51,18.88,24.45,24.5,1,1,2
0,0.122,4,1,1,0,2,0,2.0,0.0,0.21,13.46,12.57,24.5,1,1,2
2,0.122,6,0,0,1,1,1,20.76,35.94,3.97,21.96,17.34,24.5,0,0,0
0,0.133,4,1,1,0,2,1,9.0,0.0,0.15,10.65,11.14,24.5,1,1,2
1,0.066,3,0,0,1,1,1,22.94,40.32,4.54,21.75,17.7,115.5,1,0,1
3,0.066,1,0,0,0,1,0,32.14,0.0,0.7,8.21,11.59,115.5,1,0,1
1,0.122,1,0,0,1,1,1,6.0,46.88,5.6,27.28,16.4,24.5,1,1,2
0,0.133,6,0,0,0,1,0,18.04,0.0,0.25,14.29,12.65,24.5,0,0,0
0,0.133,4,1,1,0,2,1,5.0,0.0,0.29,10.49,11.89,24.5,1,1,2
2,0.066,1,0,2,1,1,1,17.6,12.43,2.48,26.45,10.97,70.0,0,0,0
2,0.122,6,0,0,1,1,1,18.0,72.92,4.11,25.33,15.17,24.5,1,1,2
2,0.063,6,0,0,1,1,1,16.04,24.8,3.78,21.29,17.9,115.5,1,0,1
3,0.063,4,1,1,0,2,0,12.27,0.0,0.32,5.28,8.42,59.5,0,0,0
2,0.066,4,1,1,1,2,1,11.34,8.52,2.63,25.72,11.49,73.5,0,0,0
1,0.122,5,0,0,1,0,1,0.0,0.0,5.46,21.68,18.75,24.5,1,1,2
2,0.063,1,0,2,1,1,1,18.62,13.78,2.42,26.84,9.78,70.0,0,0,0
0,0.133,3,0,0,0,1,0,12.0,0.0,-0.38,12.88,12.09,24.5,1,1,2
1,0.122,0,0,0,1,0,1,13.0,15.38,4.13,25.05,16.84,24.5,1,1,2
2,0.066,1,0,2,1,1,1,17.6,12.43,2.48,26.45,10.97,115.5,1,0,1
1,0.066,5,0,0,1,0,1,18.74,38.63,4.77,26.68,14.83,80.5,0,0,0
3,0.122,1,0,0,0,1,0,54.36,0.0,1.06,8.6,11.99,24.5,0,0,0
0,0.063,4,1,1,0,2,1,2.36,0.0,-0.31,8.87,9.71,66.5,0,0,0
3,0.133,0,0,2,0,0,0,51.0,0.0,0.75,10.03,13.73,24.5,1,1,2
1,0.122,6,0,2,1,1,1,4.0,65.08,5.45,25.29,16.71,24.5,1,1,2
3,0.111,6,0,0,0,1,0,9.0,0.0,0.77,6.45,10.65,24.5,1,1,2
2,0.133,5,0,0,1,0,1,13.0,32.14,3.88,25.64,15.3,24.5,1,1,2
0,0.063,2,0,0,0,0,0,18.47,0.0,-0.15,10.21,10.66,59.5,0,0,0
0,0.122,2,0,0,0,0,0,38.0,0.0,-0.64,10.89,12.04,24.5,1,1,2
0,0.122,1,0,0,0,1,0,16.28,0.0,0.33,13.32,12.22,24.5,0,0,0
3,0.111,4,1,1,0,2,0,19.0,0.0,0.11,10.52,14.66,24.5,1,1,2
1,0.066,0,0,0,1,0,1,19.69,29.52,3.74,18.95,21.1,115.5,1,0,1
0,0.133,4,1,1,0,2,1,3.0,0.0,0.12,11.06,11.73,24.5,1,1,2
1,0.133,5,0,0,1,0,1,15.0,27.5,5.48,19.08,26.49,24.5,1,1,2
0,0.105,0,0,0,0,0,0,24.0,0.0,-1.35,14.22,12.28,24.5,1,1,2
3,0.105,4,1,1,0,2,0,76.0,0.0,-0.1,7.37,11.64,24.5,1,1,2
3,0.133,5,0,0,0,0,0,6.0,0.0,0.87,5.22,8.53,24.5,1,1,2
2,0.133,0,0,0,1,0,1,20.0,29.82,3.45,20.59,18.88,24.5,1,1,2
0,0.105,6,0,0,0,1,0,3.0,0.0,-0.11,12.3,12.5,24.5,1,1,2
3,0.063,2,0,0,0,0,0,23.46,0.0,0.28,5.14,6.73,115.5,1,0,1
3,0.065,1,0,0,0,1,0,32.61,0.0,0.71,8.13,11.57,115.5,1,0,1
2,0.105,3,0,0,1,1,1,17.0,50.79,3.71,23.31,16.67,24.5,1,1,2
3,0.077,5,0,0,0,0,0,47.55,0.0,0.61,5.31,7.89,115.5,1,0,1
0,0.077,4,1,1,0,2,1,9.04,0.0,-0.01,10.62,11.92,63.0,0,0,0
1,0.111,0,0,0,1,0,1,24.0,0.0,4.3,19.13,24.46,24.5,1,1,2
1,0.133,4,1,1,1,2,1,0.0,0.0,4.29,18.8,22.53,24.5,1,1,2
1,0.105,2,0,0,1,0,1,35.96,37.04,4.75,26.1,15.61,24.5,1,1,2
3,0.077,2,0,0,0,0,0,23.53,0.0,0.34,5.15,6.72,59.5,0,0,0
2,0.133,6,0,0,1,1,1,18.0,2.04,3.4,24.96,14.63,24.5,1,1,2
2,0.133,4,1,1,1,2,0,1.0,0.0,3.54,20.78,18.23,24.5,1,1,2
1,0.065,6,0,2,1,1,1,14.72,32.0,4.65,22.13,17.33,115.5,1,0,1
1,0.105,2,0,0,1,0,1,2.0,46.34,4.61,18.49,24.81,24.5,1,1,2
1,0.105,4,1,1,1,2,1,0.0,0.0,3.59,20.23,19.45,24.5,1,1,2
3,0.105,2,0,0,0,0,0,3.0,0.0,0.32,10.75,14.44,24.5,1,1,2
1,0.133,5,0,0,1,0,1,29.0,32.43,5.57,20.23,21.64,24.5,1,1,2
2,0.133,2,0,0,1,0,1,15.0,52.94,3.69,19.39,21.46,24.5,1,1,2
0,0.133,3,0,0,0,1,0,15.0,0.0,-0.38,14.7,12.44,24.5,1,1,2
0,0.133,6,0,0,0,1,0,18.04,0.0,0.25,14.29,12.65,24.5,0,0,0
0,0.077,2,0,0,0,0,0,18.87,0.0,-0.08,10.79,10.99,63.0,0,0,0
1,0.133,4,1,1,1,2,1,2.0,0.0,4.28,22.87,16.83,24.5,1,1,2
3,0.105,4,1,1,0,2,0,36.0,0.0,0.05,10.4,15.42,24.5,1,1,2
2,0.065,1,0,2,1,1,1,18.54,22.09,2.45,26.93,10.1,115.5,1,0,1
1,0.065,2,0,0,1,0,1,20.3,31.37,4.36,18.95,23.13,115.5,1,0,1
2,0.065,0,0,0,1,0,1,24.36,14.72,2.53,25.01,11.34,115.5,1,0,1
3,0.133,2,0,0,0,0,0,63.0,0.0,0.38,10.93,14.82,24.5,1,1,2
0,0.105,4,1,1,0,2,1,2.0,0.0,0.07,12.6,12.54,24.5,1,1,2
2,0.077,6,0,0,1,1,1,19.14,28.36,3.74,23.03,16.63,70.0,0,0,0
3,0.105,3,0,0,0,1,0,56.0,0.0,0.64,11.78,13.53,24.5,1,1,2
2,0.133,4,1,1,1,2,1,24.0,2.44,3.68,25.6,15.1,24.5,1,1,2
0,0.105,6,0,0,0,1,0,13.0,0.0,-0.11,13.39,12.48,24.5,1,1,2
2,0.133,0,0,0,1,0,1,25.0,29.31,3.53,23.63,15.81,24.5,1,1,2
1,0.105,1,0,0,1,1,1,5.0,38.46,5.42,19.05,23.17,24.5,1,1,2
1,0.105,4,1,1,1,2,1,1.0,11.36,3.67,19.62,19.85,24.5,1,1,2
3,0.133,0,0,2,0,0,0,15.0,0.0,0.35,10.58,13.17,24.5,1,1,2
3,0.065,4,1,1,0,2,0,12.92,0.0,0.33,5.33,8.44,59.5,0,0,0
1,0.065,4,1,1,1,2,1,10.48,3.0,2.56,19.51,18.18,115.5,1,0,1
1,0.065,5,0,0,1,0,1,20.85,26.83,4.75,24.39,15.84,115.5,1,0,1
0,0.065,2,0,0,0,0,0,18.76,0.0,-0.15,10.73,10.95,66.5,0,0,0
0,0.133,2,0,0,0,0,0,17.04,0.0,-0.1,13.25,12.26,24.5,0,0,0
3,0.105,4,1,1,0,2,0,63.0,0.0,-0.1,7.03,11.59,24.5,1,1,2
2,0.133,2,0,0,1,0,1,27.0,55.0,2.96,18.09,16.02,24.5,1,1,2
3,0.105,3,0,0,0,1,0,39.0,0.0,0.64,8.46,11.76,24.5,1,1,2
1,0.105,0,0,0,1,0,1,10.0,32.43,3.95,22.25,17.84,24.5,1,1,2
0,0.118,4,1,1,0,2,1,8.38,0.0,0.14,10.63,11.53,24.5,1,1,2
2,0.133,0,0,0,1,0,1,47.0,4.0,2.17,25.13,12.27,24.5,1,1,2
1,0.133,3,0,0,1,1,1,18.0,63.16,5.19,19.93,19.91,24.5,1,1,2
2,0.077,4,1,1,1,2,1,13.04,3.7,2.77,25.4,11.49,115.5,1,0,1
0,0.095,2,0,0,0,0,0,0.0,0.0,-0.24,14.24,12.32,24.5,1,1,2
1,0.095,0,0,0,1,0,1,5.0,11.43,4.11,18.66,21.91,24.5,1,1,2
2,0.122,6,0,0,1,1,1,17.0,38.57,3.62,26.28,13.87,24.5,1,1,2
1,0.122,4,1,1,1,2,1,0.0,0.0,4.27,23.47,16.51,24.5,1,1,2
1,0.122,1,0,0,1,1,1,5.0,17.24,5.85,20.56,19.75,24.5,1,1,2
1,0.065,4,1,1,1,2,1,10.48,3.0,2.56,19.51,18.18,115.5,1,0,1
0,0.095,6,0,0,0,1,0,16.19,0.0,0.14,14.43,12.6,24.5,0,0,0
0,0.122,5,0,2,0,0,0,20.67,0.0,0.44,13.41,12.45,24.5,0,0,0
2,0.095,4,1,1,1,2,1,29.0,0.0,3.35,25.58,13.82,24.5,1,1,2
2,0.122,1,0,2,1,1,1,19.0,57.14,5.04,26.79,15.77,24.5,1,1,2
3,0.122,6,0,0,0,1,0,56.0,0.0,1.05,5.92,10.65,24.5,1,1,2
1,0.065,3,0,0,1,1,1,22.92,38.95,4.53,21.73,17.69,115.5,1,0,1
1,0.071,1,0,0,1,1,1,16.71,29.79,4.78,24.15,16.25,115.5,1,0,1
2,0.122,2,0,0,1,0,1,15.0,66.67,3.71,19.99,21.25,24.5,1,1,2
2,0.095,2,0,0,1,0,1,22.0,3.33,3.49,27.02,14.21,24.5,1,1,2
2,0.122,0,0,0,1,0,1,15.0,7.0,2.5,24.29,12.45,24.5,1,1,2
1,0.122,4,1,1,1,2,1,8.0,40.0,4.4,21.12,18.62,24.5,1,1,2
2,0.122,5,0,0,1,0,1,52.0,32.35,3.83,23.88,16.38,24.5,1,1,2
2,0.065,3,0,0,1,1,1,17.98,29.4,3.72,20.73,18.25,115.5,1,0,1
1,0.077,3,0,0,1,1,1,17.42,25.86,4.77,18.71,22.45,115.5,1,0,1
2,0.095,6,0,0,1,1,1,17.0,20.0,3.92,21.6,17.5,24.5,1,1,2
3,0.095,0,0,2,0,0,0,23.45,0.0,0.32,10.23,13.9,24.5,0,0,0
2,0.074,5,0,0,1,0,1,23.51,28.09,3.81,21.54,17.28,66.5,0,0,0
0,0.095,3,0,0,0,1,0,14.13,0.0,-0.04,13.42,12.09,24.5,0,0,0
2,0.095,2,0,0,1,0,1,27.0,42.86,3.51,23.29,16.27,24.5,1,1,2
1,0.095,0,0,0,1,0,1,2.0,40.0,4.1,26.62,15.5,24.5,1,1,2
1,0.073,0,0,0,1,0,1,18.85,38.42,3.78,19.23,20.26,66.5,0,0,0
2,0.074,0,0,0,1,0,1,16.82,12.28,2.58,22.49,12.18,115.5,1,0,1
0,0.074,4,1,1,0,2,1,7.43,0.0,-0.09,10.46,11.67,63.0,0,0,0
3,0.111,3,0,0,0,1,0,40.89,0.0,0.83,9.15,11.88,24.5,0,0,0
3,0.111,6,0,0,0,1,0,28.35,0.0,0.59,10.92,13.79,24.5,0,0,0
3,0.118,0,0,2,0,0,0,40.73,0.0,0.6,10.06,13.52,24.5,0,0,0
3,0.073,4,1,1,0,2,0,11.31,0.0,0.25,6.04,10.08,59.5,0,0,0
2,0.118,5,0,0,1,0,1,10.0,24.0,3.8,21.51,17.67,24.5,1,1,2
3,0.111,2,0,0,0,0,0,27.28,0.0,0.28,11.08,13.71,24.5,0,0,0
3,0.111,4,1,1,0,2,0,0.0,0.0,0.07,5.97,11.26,24.5,1,1,2
3,0.073,4,1,1,0,2,0,11.31,0.0,0.25,6.04,10.08,59.5,0,0,0
1,0.073,3,0,0,1,1,1,18.88,43.68,4.61,21.36,18.14,115.5,1,0,1
1,0.074,6,0,2,1,1,1,16.82,35.08,4.73,25.01,15.5,115.5,1,0,1
0,0.118,5,0,2,0,0,0,20.89,0.0,0.47,13.5,12.44,24.5,0,0,0
2,0.111,0,0,0,1,0,1,18.0,40.0,3.03,25.82,13.7,24.5,1,1,2
0,0.111,1,0,0,0,1,0,14.56,0.0,0.25,13.46,12.21,24.5,0,0,0
1,0.074,4,1,1,1,2,1,5.15,2.5,2.87,19.23,18.07,63.0,0,0,0
3,0.118,1,0,0,0,1,0,49.57,0.0,1.03,7.91,11.72,24.5,0,0,0
0,0.111,5,0,2,0,0,0,18.0,0.0,1.41,13.08,12.42,24.5,1,1,2
2,0.111,1,0,2,1,1,1,14.0,68.89,4.1,22.17,17.98,24.5,1,1,2
2,0.111,3,0,0,1,1,1,10.0,28.57,3.69,19.44,19.71,24.5,1,1,2
1,0.074,0,0,0,1,0,1,18.69,36.89,3.79,18.87,21.68,115.5,1,0,1
0,0.118,4,1,1,0,2,1,8.38,0.0,0.14,10.63,11.53,24.5,0,0,0
1,0.118,1,0,0,1,1,1,12.0,58.33,5.81,24.02,17.07,24.5,1,1,2
2,0.074,4,1,1,1,2,1,12.2,3.38,2.77,25.3,11.44,115.5,1,0,1
2,0.111,3,0,0,1,1,1,6.0,2.94,3.69,28.39,14.54,24.5,1,1,2
2,0.118,5,0,0,1,0,1,100.0,21.88,3.85,24.95,15.78,24.5,1,1,2
1,0.118,3,0,0,1,1,1,46.0,50.0,5.24,21.37,18.08,24.5,1,1,2
0,0.111,3,0,0,0,1,0,14.2,0.0,-0.06,13.31,12.23,24.5,0,0,0
1,0.073,1,0,0,1,1,1,17.42,32.57,4.86,24.81,15.89,115.5,1,0,1
1,0.118,6,0,2,1,1,1,10.83,36.24,5.26,21.46,18.14,24.5,0,0,0
0,0.118,4,1,1,0,2,1,8.38,0.0,0.14,10.63,11.53,24.5,0,0,0
1,0.074,4,1,1,1,2,1,5.15,2.5,2.87,19.23,18.07,115.5,1,0,1
0,0.118,4,1,1,0,2,1,8.38,0.0,0.14,10.63,11.53,24.5,0,0,0
2,0.111,4,1,1,1,2,1,19.0,5.32,3.68,23.52,15.97,24.5,1,1,2
1,0.074,0,0,0,1,0,1,18.69,36.89,3.79,18.87,21.68,115.5,1,0,1
1,0.118,3,0,0,1,1,1,43.0,42.0,5.46,20.17,21.02,24.5,1,1,2
0,0.118,3,0,0,0,1,0,15.07,0.0,-0.05,13.14,12.23,24.5,0,0,0
3,0.118,2,0,0,0,0,0,40.07,0.0,0.52,10.83,13.87,24.5,0,0,0
0,0.118,6,0,0,0,1,0,19.35,0.0,0.26,14.55,12.66,24.5,0,0,0
0,0.073,4,1,1,0,2,1,2.54,0.0,-0.21,9.45,9.98,63.0,0,0,0
0,0.111,5,0,2,0,0,0,22.34,0.0,0.64,13.71,12.52,24.5,0,0,0
0,0.074,3,0,0,0,1,0,11.9,0.0,-0.22,10.83,11.31,59.5,0,0,0
0,0.111,6,0,0,0,1,0,18.0,0.0,0.11,16.4,13.48,24.5,1,1,2
0,0.141,6,0,0,0,1,0,16.14,0.0,0.31,14.16,13.01,24.5,0,0,0
1,0.074,5,0,0,1,0,1,12.89,34.16,4.71,21.32,17.89,73.5,0,0,0
2,0.073,5,0,0,1,0,1,20.7,26.42,3.8,21.73,17.35,66.5,0,0,0
3,0.141,4,1,1,0,2,0,22.0,0.0,-0.34,9.87,13.11,24.5,1,1,2
2,0.141,5,0,0,1,0,1,14.0,29.55,4.09,19.64,23.53,24.5,1,1,2
0,0.141,2,0,0,0,0,0,15.82,0.0,-0.02,13.82,12.89,24.5,0,0,0
2,0.14,6,0,0,1,1,1,25.0,0.0,3.57,28.37,14.35,24.5,1,1,2
2,0.14,2,0,0,1,0,1,18.0,11.32,3.13,27.38,12.59,24.5,1,1,2
0,0.14,1,0,0,0,1,0,13.81,0.0,0.31,13.97,12.42,24.5,0,0,0
1,0.141,3,0,0,1,1,1,38.0,46.15,5.33,18.99,24.74,24.5,1,1,2
1,0.073,2,0,0,1,0,1,21.86,33.17,4.38,19.1,22.89,115.5,1,0,1
2,0.141,6,0,0,1,1,1,30.0,52.17,4.03,19.55,24.83,24.5,1,1,2
0,0.14,1,0,0,0,1,0,13.81,0.0,0.31,13.97,12.42,24.5,0,0,0
1,0.073,4,1,1,1,2,1,5.18,2.34,2.83,19.23,18.12,115.5,1,0,1
2,0.14,3,0,0,1,1,1,20.0,55.32,3.97,26.65,15.0,24.5,1,1,2
1,0.141,1,0,0,1,1,1,0.0,34.62,6.02,26.11,16.56,24.5,1,1,2
1,0.141,6,0,2,1,1,1,5.0,36.59,5.88,23.54,17.66,24.5,1,1,2
2,0.14,0,0,0,1,0,1,8.0,85.37,2.33,24.94,12.1,24.5,1,1,2
3,0.141,2,0,0,0,0,0,48.41,0.0,0.93,10.27,13.81,24.5,0,0,0
2,0.073,6,0,0,1,1,1,15.03,28.03,3.66,20.2,18.77,115.5,1,0,1
2,0.14,1,0,2,1,1,1,17.0,75.51,5.75,24.24,16.7,24.5,1,1,2
1,0.074,1,0,0,1,1,1,16.07,40.12,4.9,21.54,17.76,115.5,1,0,1
1,0.14,5,0,0,1,0,1,22.0,22.64,5.86,17.58,24.26,24.5,1,1,2
1,0.141,5,0,0,1,0,1,5.0,15.79,5.87,20.43,21.09,24.5,1,1,2
0,0.074,4,1,1,0,2,1,7.43,0.0,-0.09,10.46,11.67,63.0,0,0,0
0,0.141,5,0,2,0,0,0,17.94,0.0,0.24,14.15,12.82,24.5,0,0,0
2,0.14,6,0,0,1,1,1,14.0,62.5,3.57,20.14,20.14,24.5,1,1,2
1,0.073,3,0,0,1,1,1,18.88,43.68,4.61,21.36,18.14,66.5,0,0,0
1,0.14,5,0,0,1,0,1,6.0,44.44,5.86,20.72,20.38,24.5,1,1,2
2,0.148,1,0,2,1,1,1,17.0,70.73,2.66,27.45,11.26,24.5,1,1,2
1,0.141,0,0,0,1,0,1,31.0,39.47,4.55,20.22,21.45,24.5,1,1,2
2,0.148,1,0,2,1,1,1,9.0,62.5,2.48,28.03,7.61,24.5,1,1,2
2,0.14,5,0,0,1,0,1,17.0,16.67,3.66,23.27,16.35,24.5,1,1,2
3,0.161,4,1,1,0,2,0,6.02,0.0,0.13,9.19,12.58,24.5,1,1,2
0,0.161,2,0,0,0,0,0,18.48,0.0,0.08,14.14,12.76,24.5,0,0,0
1,0.075,6,0,2,1,1,1,14.9,33.73,4.8,24.29,15.78,73.5,0,0,0
2,0.161,4,1,1,1,2,1,0.0,0.0,3.89,25.67,15.69,24.5,1,1,2
0,0.161,0,0,0,0,0,0,20.01,0.0,-0.46,13.61,12.42,24.5,0,0,0
0,0.075,5,0,2,0,0,0,16.93,0.0,0.04,10.7,11.18,59.5,0,0,0
0,0.075,1,0,0,0,1,0,13.26,0.0,-0.03,10.42,10.96,59.5,0,0,0
1,0.051,4,1,1,1,2,1,10.03,4.42,2.29,18.3,18.74,115.5,1,0,1
1,0.051,1,0,0,1,1,1,22.83,31.81,4.65,21.31,18.03,115.5,1,0,1
2,0.138,3,0,0,1,1,1,8.0,68.0,3.96,22.23,17.67,24.5,1,1,2
1,0.051,0,0,0,1,0,0,19.98,30.55,3.59,19.06,20.3,115.5,1,0,1
2,0.138,6,0,0,1,1,1,26.0,81.82,4.21,19.57,22.84,24.5,1,1,2
2,0.161,3,0,0,1,1,1,32.0,35.09,3.3,28.23,14.69,24.5,1,1,2
2,0.075,3,0,0,1,1,1,17.06,34.36,3.62,20.43,18.29,63.0,0,0,0
0,0.138,0,0,0,0,0,0,17.0,0.0,-1.31,12.79,12.51,24.5,1,1,2
1,0.138,0,0,0,1,0,0,15.0,26.76,4.58,18.78,29.45,24.5,1,1,2
2,0.138,6,0,0,1,1,1,21.0,13.51,3.93,21.41,18.2,24.5,1,1,2
0,0.161,1,0,0,0,1,0,17.71,0.0,0.45,14.2,12.39,24.5,0,0,0
1,0.161,6,0,2,1,1,1,31.0,59.62,6.1,23.44,17.87,24.5,1,1,2
3,0.161,0,0,2,0,0,0,0.0,0.0,0.81,8.67,12.26,24.5,1,1,2
3,0.161,1,0,0,0,1,0,0.0,0.0,1.34,6.35,11.19,24.5,1,1,2
0,0.138,4,1,1,0,2,0,9.57,0.0,0.55,15.25,12.69,24.5,1,1,2
1,0.138,4,1,1,1,2,1,6.0,0.0,4.63,22.75,17.29,24.5,1,1,2
3,0.161,0,0,2,0,0,0,43.09,0.0,0.77,9.83,12.82,24.5,0,0,0
0,0.138,4,1,1,0,2,0,15.0,0.0,0.22,14.35,12.97,24.5,1,1,2
1,0.138,2,0,0,1,0,1,8.0,21.95,4.93,19.4,20.54,24.5,1,1,2
1,0.051,4,1,1,1,2,1,10.03,4.42,2.29,18.3,18.74,66.5,0,0,0
1,0.138,6,0,2,1,1,1,9.0,25.0,5.32,20.29,19.98,24.5,1,1,2
2,0.075,1,0,2,1,1,1,16.21,29.25,3.56,25.67,14.52,59.5,0,0,0
2,0.161,0,0,0,1,0,1,16.0,15.87,2.46,24.3,11.78,24.5,1,1,2
0,0.161,3,0,0,0,1,0,18.3,0.0,0.25,14.38,12.6,24.5,0,0,0
2,0.161,0,0,0,1,0,1,15.0,60.71,2.19,25.77,11.75,24.5,1,1,2
1,0.138,5,0,0,1,0,1,32.0,14.29,5.33,18.27,22.92,24.5,1,1,2
2,0.075,4,1,1,1,2,1,11.37,3.47,2.77,25.63,11.37,115.5,1,0,1
1,0.161,2,0,0,1,0,1,3.0,12.5,5.55,24.74,16.9,24.5,1,1,2
1,0.051,1,0,0,1,1,1,22.83,31.81,4.65,21.31,18.03,115.5,1,0,1
2,0.075,3,0,0,1,1,1,17.06,34.36,3.62,20.43,18.29,115.5,1,0,1
2,0.161,2,0,0,1,0,1,28.0,65.57,2.98,31.03,12.73,24.5,1,1,2
0,0.075,5,0,2,0,0,0,16.93,0.0,0.04,10.7,11.18,59.5,0,0,0
2,0.051,2,0,0,1,0,1,14.84,23.15,3.47,26.47,13.85,115.5,1,0,1
1,0.138,2,0,0,1,0,1,11.0,34.78,4.89,20.46,19.0,24.5,1,1,2
1,0.051,6,0,2,1,1,1,19.04,39.14,4.56,20.73,18.57,73.5,0,0,0
3,0.083,5,0,0,0,0,0,12.0,0.0,0.65,7.36,11.54,28.0,1,1,2
3,0.103,6,0,0,0,1,0,14.0,0.0,0.85,4.96,9.1,28.0,1,1,2
3,0.082,3,0,0,0,1,0,42.0,0.0,0.69,5.68,10.22,28.0,1,1,2
3,0.061,1,0,0,0,1,0,36.0,0.0,0.71,8.75,12.17,28.0,1,1,2
3,0.066,5,0,0,0,0,0,29.0,0.0,0.64,10.35,14.06,28.0,1,1,2
3,0.051,2,0,0,0,0,0,19.78,0.0,0.17,4.82,5.53,59.5,0,0,0
2,0.051,3,0,0,1,1,1,16.05,26.06,3.7,19.64,19.2,63.0,0,0,0
3,0.077,3,0,0,0,1,0,61.0,0.0,0.57,5.38,4.98,28.0,1,1,2
3,0.077,5,0,0,0,0,0,48.0,0.0,0.83,7.44,11.23,28.0,1,1,2
3,0.077,2,0,0,0,0,0,36.0,0.0,0.48,5.52,9.44,28.0,1,1,2
2,0.075,1,0,2,1,1,1,16.21,29.25,3.56,25.67,14.52,59.5,0,0,0
1,0.075,5,0,0,1,0,1,14.07,30.4,4.68,21.04,18.3,115.5,1,0,1
3,0.065,3,0,0,0,1,0,53.0,0.0,0.6,5.43,7.83,28.0,1,1,2
3,0.077,5,0,0,0,0,0,69.0,0.0,0.83,6.43,10.69,28.0,1,1,2
2,0.074,1,0,2,1,1,0,19.68,20.72,3.5,25.79,14.57,28.0,0,0,0
1,0.051,0,0,0,1,0,1,19.98,30.55,3.59,19.06,20.3,66.5,0,0,0
3,0.051,3,0,0,0,1,0,25.0,0.0,0.38,5.24,4.3,28.0,1,1,2
3,0.075,1,0,0,0,1,0,59.38,0.0,0.64,7.98,11.57,28.0,1,1,2
3,0.051,6,0,0,0,1,0,10.0,0.0,0.56,5.11,9.31,28.0,1,1,2
2,0.051,3,0,0,1,1,1,16.05,26.06,3.7,19.64,19.2,115.5,1,0,1
3,0.072,5,0,0,0,0,0,70.0,0.0,0.49,6.25,10.3,28.0,1,1,2
0,0.051,4,1,1,0,2,1,6.35,0.0,-0.41,9.14,9.77,66.5,0,0,0
2,0.075,4,1,1,1,2,1,11.37,3.47,2.77,25.63,11.37,73.5,0,0,0
1,0.06,6,0,2,1,1,1,23.75,42.94,4.66,19.15,22.08,28.0,0,0,0
3,0.052,5,0,0,0,0,0,59.0,0.0,0.85,6.4,10.39,28.0,1,1,2
